date_utc,price_usd,powerlaw_fitted_usd,powerlaw_residual,mvrv_z,ahr999,realised_price_usd,price_realised_ratio,puell_multiple,composite_value,composite_risk,price_gate_passed,risk_gate_passed,consecutive_qualified_days,signal
2026-08-30,78232.00,136266.46,-0.24100,0.8500,0.3450,58200.00,1.3442,0.7800,0.7594,0.2406,False,True,0,RISK_OK_PRICE_TOO_HIGH
